Senat;Entscheidungsdatum;Einspieldatum;Aktenzeichen;Link_Aktenzeichen;Zusatzinformationen;Unique_nr;Link_Zusatzinformationen
XI. Zivilsenat;6.12.2023;11.1.2024;XI ZB 33/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=13&nr=136020&pos=403&anz=1274&Blank=1.pdf;;136020;[]
XII. Zivilsenat;6.12.2023;5.2.2024;XII ZA 37/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=13&nr=136293&pos=404&anz=1274&Blank=1.pdf;;136293;[]
XII. Zivilsenat;6.12.2023;5.2.2024;XII ZA 38/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=13&nr=136294&pos=405&anz=1274&Blank=1.pdf;;136294;[]
XII. Zivilsenat;6.12.2023;22.1.2024;XII ZB 401/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=13&nr=136116&pos=406&anz=1274&Blank=1.pdf;Leitsatzentscheidung;136116;[]
XII. Zivilsenat;6.12.2023;24.1.2024;XII ZB 485/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=13&nr=136157&pos=407&anz=1274&Blank=1.pdf;Leitsatzentscheidung;136157;[]
2. Strafsenat;5.12.2023;8.2.2024;2 StR 361/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=13&nr=136361&pos=408&anz=1274&Blank=1.pdf;;136361;[]
2. Strafsenat;5.12.2023;1.2.2024;2 StR 446/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=13&nr=136242&pos=409&anz=1274&Blank=1.pdf;;136242;[]
2. Strafsenat;5.12.2023;2.2.2024;2 StR 452/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=13&nr=136263&pos=410&anz=1274&Blank=1.pdf;;136263;[]
2. Strafsenat;5.12.2023;5.2.2024;2 StR 452/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=13&nr=136282&pos=411&anz=1274&Blank=1.pdf;;136282;[]
5. Strafsenat;5.12.2023;19.12.2023;5 StR 434/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=13&nr=135772&pos=412&anz=1274&Blank=1.pdf;;135772;[]
5. Strafsenat;5.12.2023;19.12.2023;5 StR 456/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=13&nr=135773&pos=413&anz=1274&Blank=1.pdf;;135773;[]
5. Strafsenat;5.12.2023;5.2.2024;5 StR 460/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=13&nr=136284&pos=414&anz=1274&Blank=1.pdf;;136284;[]
5. Strafsenat;5.12.2023;19.12.2023;5 StR 546/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=13&nr=135774&pos=415&anz=1274&Blank=1.pdf;;135774;[]
Kartellsenat;5.12.2023;6.2.2024;EnVR 59/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=13&nr=136322&pos=416&anz=1274&Blank=1.pdf;"Kommunalrabatt
Leitsatzentscheidung";136322;[]
Kartellsenat;5.12.2023;29.1.2024;EnVR 61/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=13&nr=136215&pos=417&anz=1274&Blank=1.pdf;;136215;[]
I. Zivilsenat;5.12.2023;4.1.2024;I ZB 102/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=13&nr=135923&pos=418&anz=1274&Blank=1.pdf;;135923;[]
I. Zivilsenat;5.12.2023;4.1.2024;I ZB 113/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=13&nr=135924&pos=419&anz=1274&Blank=1.pdf;;135924;[]
I. Zivilsenat;5.12.2023;4.1.2024;I ZB 124/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=135925&pos=420&anz=1274&Blank=1.pdf;;135925;[]
I. Zivilsenat;5.12.2023;4.1.2024;I ZB 85/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=135922&pos=421&anz=1274&Blank=1.pdf;;135922;[]
II. Zivilsenat;5.12.2023;10.1.2024;II ZR 146/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=135993&pos=422&anz=1274&Blank=1.pdf;;135993;[]
Kartellsenat;5.12.2023;5.1.2024;KZR 101/20;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=135943&pos=423&anz=1274&Blank=1.pdf;"Fernwärmenetz Stuttgart
Leitsatzentscheidung

siehe auch: Pressemitteilung Nr. 202/23  vom 5.12.2023,
     Pressemitteilung Nr. 106/23  vom 6.7.2023";135943;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=135637&linked=pm&Blank=1', 'https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=134014&linked=pm&Blank=1']
Kartellsenat;5.12.2023;29.12.2023;KZR 46/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=135855&pos=424&anz=1274&Blank=1.pdf;"LKW-Kartell III
Leitsatzentscheidung

siehe auch: Pressemitteilung Nr. 201/23  vom 5.12.2023,
     Pressemitteilung Nr. 165/23  vom 2.10.2023";135855;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=135635&linked=pm&Blank=1', 'https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=134923&linked=pm&Blank=1']
VI. Zivilsenat;5.12.2023;15.1.2024;VI ZR 108/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=136048&pos=425&anz=1274&Blank=1.pdf;Leitsatzentscheidung;136048;[]
VI. Zivilsenat;5.12.2023;20.2.2024;VI ZR 1214/20;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=136511&pos=426&anz=1274&Blank=1.pdf;Leitsatzentscheidung;136511;[]
VI. Zivilsenat;5.12.2023;12.2.2024;VI ZR 34/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=136405&pos=427&anz=1274&Blank=1.pdf;Leitsatzentscheidung;136405;[]
X. Zivilsenat;5.12.2023;22.12.2023;X ZA 6/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=135819&pos=428&anz=1274&Blank=1.pdf;;135819;[]
X. Zivilsenat;5.12.2023;9.1.2024;X ZB 4/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=135984&pos=429&anz=1274&Blank=1.pdf;;135984;[]
XI. Zivilsenat;5.12.2023;11.1.2024;XI ZA 1/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=136019&pos=430&anz=1274&Blank=1.pdf;;136019;[]
XI. Zivilsenat;5.12.2023;11.1.2024;XI ZR 251/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=136021&pos=431&anz=1274&Blank=1.pdf;;136021;[]
XIII. Zivilsenat;5.12.2023;2.2.2024;XIII ZB 15/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=136270&pos=432&anz=1274&Blank=1.pdf;;136270;[]
XIII. Zivilsenat;5.12.2023;29.1.2024;XIII ZB 23/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=136214&pos=433&anz=1274&Blank=1.pdf;;136214;[]
XIII. Zivilsenat;5.12.2023;2.2.2024;XIII ZB 32/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=136271&pos=434&anz=1274&Blank=1.pdf;;136271;[]
XIII. Zivilsenat;5.12.2023;2.2.2024;XIII ZB 45/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=136272&pos=435&anz=1274&Blank=1.pdf;Leitsatzentscheidung;136272;[]
XIII. Zivilsenat;5.12.2023;19.1.2024;XIII ZB 46/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=136103&pos=436&anz=1274&Blank=1.pdf;Leitsatzentscheidung;136103;[]
XIII. Zivilsenat;5.12.2023;23.1.2024;XIII ZB 58/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=136131&pos=437&anz=1274&Blank=1.pdf;;136131;[]
XIII. Zivilsenat;5.12.2023;2.2.2024;XIII ZB 91/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=136273&pos=438&anz=1274&Blank=1.pdf;;136273;[]
XIII. Zivilsenat;5.12.2023;20.2.2024;XIII ZB 93/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=136520&pos=439&anz=1274&Blank=1.pdf;;136520;[]
5. Strafsenat;4.12.2023;27.12.2023;5 StR 337/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=135823&pos=440&anz=1274&Blank=1.pdf;;135823;[]
5. Strafsenat;4.12.2023;22.12.2023;5 StR 381/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=135808&pos=441&anz=1274&Blank=1.pdf;;135808;[]
5. Strafsenat;4.12.2023;22.12.2023;5 StR 412/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=135809&pos=442&anz=1274&Blank=1.pdf;;135809;[]
VIa. Zivilsenat;4.12.2023;11.1.2024;VIa ZR 1067/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=136013&pos=443&anz=1274&Blank=1.pdf;;136013;[]
VIa. Zivilsenat;4.12.2023;17.1.2024;VIa ZR 1073/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=136080&pos=444&anz=1274&Blank=1.pdf;;136080;[]
VIa. Zivilsenat;4.12.2023;19.1.2024;VIa ZR 1081/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=136099&pos=445&anz=1274&Blank=1.pdf;;136099;[]
VIa. Zivilsenat;4.12.2023;4.1.2024;VIa ZR 1099/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=135931&pos=446&anz=1274&Blank=1.pdf;;135931;[]
VIa. Zivilsenat;4.12.2023;17.1.2024;VIa ZR 1285/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=136082&pos=447&anz=1274&Blank=1.pdf;;136082;[]
VIa. Zivilsenat;4.12.2023;11.1.2024;VIa ZR 181/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=136016&pos=448&anz=1274&Blank=1.pdf;;136016;[]
VIa. Zivilsenat;4.12.2023;8.1.2024;VIa ZR 281/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=14&nr=135961&pos=449&anz=1274&Blank=1.pdf;;135961;[]
VIa. Zivilsenat;4.12.2023;28.12.2023;VIa ZR 397/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=135829&pos=450&anz=1274&Blank=1.pdf;;135829;[]
VIa. Zivilsenat;4.12.2023;10.1.2024;VIa ZR 421/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=135996&pos=451&anz=1274&Blank=1.pdf;;135996;[]
VIa. Zivilsenat;4.12.2023;2.1.2024;VIa ZR 61/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=135878&pos=452&anz=1274&Blank=1.pdf;;135878;[]
VIa. Zivilsenat;4.12.2023;4.1.2024;VIa ZR 617/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=135932&pos=453&anz=1274&Blank=1.pdf;;135932;[]
VIa. Zivilsenat;4.12.2023;17.1.2024;VIa ZR 673/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=136086&pos=454&anz=1274&Blank=1.pdf;;136086;[]
VIa. Zivilsenat;4.12.2023;10.1.2024;VIa ZR 689/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=135997&pos=455&anz=1274&Blank=1.pdf;;135997;[]
VIa. Zivilsenat;4.12.2023;29.12.2023;VIa ZR 7/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=135857&pos=456&anz=1274&Blank=1.pdf;;135857;[]
VIa. Zivilsenat;4.12.2023;17.1.2024;VIa ZR 703/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=136087&pos=457&anz=1274&Blank=1.pdf;;136087;[]
VIa. Zivilsenat;4.12.2023;10.1.2024;VIa ZR 743/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=135998&pos=458&anz=1274&Blank=1.pdf;;135998;[]
VIa. Zivilsenat;4.12.2023;11.1.2024;VIa ZR 817/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=136017&pos=459&anz=1274&Blank=1.pdf;;136017;[]
VIa. Zivilsenat;4.12.2023;18.1.2024;VIa ZR 845/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=136094&pos=460&anz=1274&Blank=1.pdf;;136094;[]
VIa. Zivilsenat;4.12.2023;11.1.2024;VIa ZR 857/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=136018&pos=461&anz=1274&Blank=1.pdf;;136018;[]
3. Strafsenat;30.11.2023;15.1.2024;3 StR 192/18;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=136039&pos=462&anz=1274&Blank=1.pdf;siehe auch: Pressemitteilung Nr. 30/19  vom 7.3.2019;136039;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=93249&linked=pm&Blank=1']
3. Strafsenat;30.11.2023;23.1.2024;3 StR 201/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=136117&pos=463&anz=1274&Blank=1.pdf;;136117;[]
3. Strafsenat;30.11.2023;29.12.2023;3 StR 227/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=135848&pos=464&anz=1274&Blank=1.pdf;;135848;[]
3. Strafsenat;30.11.2023;15.2.2024;3 StR 243/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=136448&pos=465&anz=1274&Blank=1.pdf;;136448;[]
3. Strafsenat;30.11.2023;2.1.2024;3 StR 306/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=135865&pos=466&anz=1274&Blank=1.pdf;siehe auch: Pressemitteilung Nr. 215/23  vom 29.12.2023;135865;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=135861&linked=pm&Blank=1']
3. Strafsenat;30.11.2023;17.1.2024;3 StR 310/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=136063&pos=467&anz=1274&Blank=1.pdf;;136063;[]
6. Strafsenat;30.11.2023;12.12.2023;6 StR 476/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=135697&pos=468&anz=1274&Blank=1.pdf;;135697;[]
III. Zivilsenat;30.11.2023;10.1.2024;III ZB 4/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=135994&pos=469&anz=1274&Blank=1.pdf;"Elektronisches Dokument; einfache Signatur
Leitsatzentscheidung";135994;[]
III. Zivilsenat;30.11.2023;5.1.2024;III ZR 41/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=135942&pos=470&anz=1274&Blank=1.pdf;;135942;[]
1. Strafsenat;29.11.2023;23.1.2024;1 StR 223/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=136136&pos=471&anz=1274&Blank=1.pdf;siehe auch: Pressemitteilung Nr. 13/24  vom 23.1.2024;136136;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=136135&linked=pm&Blank=1']
1. Strafsenat;29.11.2023;23.1.2024;1 StR 223/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=136141&pos=472&anz=1274&Blank=1.pdf;siehe auch: Pressemitteilung Nr. 13/24  vom 23.1.2024;136141;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=136135&linked=pm&Blank=1']
1. Strafsenat;29.11.2023;29.12.2023;1 StR 392/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=135843&pos=473&anz=1274&Blank=1.pdf;;135843;[]
3. Strafsenat;29.11.2023;15.1.2024;3 StR 301/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=136041&pos=474&anz=1274&Blank=1.pdf;;136041;[]
3. Strafsenat;29.11.2023;11.1.2024;3 StR 402/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=136006&pos=475&anz=1274&Blank=1.pdf;;136006;[]
4. Strafsenat;29.11.2023;19.12.2023;4 StR 218/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=135771&pos=476&anz=1274&Blank=1.pdf;;135771;[]
6. Strafsenat;29.11.2023;3.1.2024;6 StR 179/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=135899&pos=477&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135899;[]
6. Strafsenat;29.11.2023;16.2.2024;6 StR 191/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=136473&pos=478&anz=1274&Blank=1.pdf;Leitsatzentscheidung;136473;[]
6. Strafsenat;29.11.2023;29.12.2023;6 StR 291/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=15&nr=135852&pos=479&anz=1274&Blank=1.pdf;;135852;[]
6. Strafsenat;29.11.2023;18.12.2023;6 StR 520/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=16&nr=135759&pos=480&anz=1274&Blank=1.pdf;;135759;[]
6. Strafsenat;29.11.2023;12.12.2023;6 StR 534/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=16&nr=135698&pos=481&anz=1274&Blank=1.pdf;;135698;[]
3. Strafsenat;29.11.2023;20.12.2023;AK 83/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=16&nr=135789&pos=482&anz=1274&Blank=1.pdf;;135789;[]
3. Strafsenat;29.11.2023;13.12.2023;AK 84/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=16&nr=135722&pos=483&anz=1274&Blank=1.pdf;;135722;[]
3. Strafsenat;29.11.2023;13.12.2023;AK 85/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=16&nr=135723&pos=484&anz=1274&Blank=1.pdf;;135723;[]
IV. Zivilsenat;29.11.2023;20.12.2023;IV ZB 17/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=16&nr=135792&pos=485&anz=1274&Blank=1.pdf;;135792;[]
IV. Zivilsenat;29.11.2023;7.12.2023;IV ZR 101/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=16&nr=135655&pos=486&anz=1274&Blank=1.pdf;;135655;[]
IV. Zivilsenat;29.11.2023;5.12.2023;IV ZR 106/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=16&nr=135629&pos=487&anz=1274&Blank=1.pdf;;135629;[]
IV. Zivilsenat;29.11.2023;10.1.2024;IV ZR 117/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=16&nr=135995&pos=488&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135995;[]
IV. Zivilsenat;29.11.2023;2.1.2024;IV ZR 19/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=16&nr=135870&pos=489&anz=1274&Blank=1.pdf;;135870;[]
IV. Zivilsenat;29.11.2023;2.1.2024;IV ZR 197/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=16&nr=135872&pos=490&anz=1274&Blank=1.pdf;;135872;[]
IV. Zivilsenat;29.11.2023;2.1.2024;IV ZR 245/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=16&nr=135873&pos=491&anz=1274&Blank=1.pdf;;135873;[]
IV. Zivilsenat;29.11.2023;2.1.2024;IV ZR 256/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=16&nr=135874&pos=492&anz=1274&Blank=1.pdf;;135874;[]
IV. Zivilsenat;29.11.2023;2.1.2024;IV ZR 27/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=16&nr=135871&pos=493&anz=1274&Blank=1.pdf;;135871;[]
IV. Zivilsenat;29.11.2023;20.2.2024;IV ZR 322/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=16&nr=136507&pos=494&anz=1274&Blank=1.pdf;;136507;[]
IV. Zivilsenat;29.11.2023;2.1.2024;IV ZR 329/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=16&nr=135875&pos=495&anz=1274&Blank=1.pdf;;135875;[]
